Data_file_name,Column_name,Shapefile_name,Unit_count,Subject_population,Year,Measure,Variable1,Variable1_category,Field_name_alias
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_138,VAR_1_138,Individual,Census usually resident population count,2013,Count,Ethnicity (total responses),Pacific Peoples,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Ethnicity (Pacific Peoples)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_139,VAR_1_139,Individual,Census usually resident population count,2013,Count,Ethnicity (total responses),Asian,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Ethnicity (Asian)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_140,VAR_1_140,Individual,Census usually resident population count,2013,Count,Ethnicity (total responses),Middle Eastern/Latin American/African,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Ethnicity (Middle Eastern/Latin American/African)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_141,VAR_1_141,Individual,Census usually resident population count,2013,Count,Ethnicity (total responses),Other Ethnicity,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Ethnicity (Other Ethnicity)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_142,VAR_1_142,Individual,Census usually resident population count,2013,Count,Ethnicity (total responses),New Zealander,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Ethnicity (New Zealander)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_143,VAR_1_143,Individual,Census usually resident population count,2013,Count,Ethnicity (total responses),Other Ethnicity nec,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Ethnicity (Other Ethnicity nec)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_144,VAR_1_144,Individual,Census usually resident population count,2013,Count,Ethnicity (total responses),Not Elsewhere Included,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Ethnicity (Not Elsewhere Included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_145,VAR_1_145,Individual,Census usually resident population count,2013,Count,Ethnicity (total responses),Total,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Ethnicity (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_146,VAR_1_146,Individual,Census usually resident population count,2013,Count,Ethnicity (total responses),Total stated,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Ethnicity (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_147,VAR_1_147,Individual,Census usually resident population count,2018,Count,Ethnicity (total responses),European,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Ethnicity (European)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_148,VAR_1_148,Individual,Census usually resident population count,2018,Count,Ethnicity (total responses),Māori,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Ethnicity (Māori)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_149,VAR_1_149,Individual,Census usually resident population count,2018,Count,Ethnicity (total responses),Pacific Peoples,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Ethnicity (Pacific Peoples)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_150,VAR_1_150,Individual,Census usually resident population count,2018,Count,Ethnicity (total responses),Asian,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Ethnicity (Asian)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_151,VAR_1_151,Individual,Census usually resident population count,2018,Count,Ethnicity (total responses),Middle Eastern/Latin American/African,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Ethnicity (Middle Eastern/Latin American/African)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_152,VAR_1_152,Individual,Census usually resident population count,2018,Count,Ethnicity (total responses),Other Ethnicity,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Ethnicity (Other Ethnicity)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_153,VAR_1_153,Individual,Census usually resident population count,2018,Count,Ethnicity (total responses),New Zealander,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Ethnicity (New Zealander)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_154,VAR_1_154,Individual,Census usually resident population count,2018,Count,Ethnicity (total responses),Other Ethnicity nec,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Ethnicity (Other Ethnicity nec)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_155,VAR_1_155,Individual,Census usually resident population count,2018,Count,Ethnicity (total responses),Not Elsewhere Included,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Ethnicity (Not Elsewhere Included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_156,VAR_1_156,Individual,Census usually resident population count,2018,Count,Ethnicity (total responses),Total,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Ethnicity (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_157,VAR_1_157,Individual,Census usually resident population count,2018,Count,Ethnicity (total responses),Total stated,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Ethnicity (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_158,VAR_1_158,Individual,Census usually resident population count,2023,Count,Ethnicity (total responses),European,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Ethnicity (European)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_159,VAR_1_159,Individual,Census usually resident population count,2023,Count,Ethnicity (total responses),Māori,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Ethnicity (Māori)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_160,VAR_1_160,Individual,Census usually resident population count,2023,Count,Ethnicity (total responses),Pacific Peoples,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Ethnicity (Pacific Peoples)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_161,VAR_1_161,Individual,Census usually resident population count,2023,Count,Ethnicity (total responses),Asian,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Ethnicity (Asian)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_162,VAR_1_162,Individual,Census usually resident population count,2023,Count,Ethnicity (total responses),Middle Eastern/Latin American/African,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Ethnicity (Middle Eastern/Latin American/African)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_163,VAR_1_163,Individual,Census usually resident population count,2023,Count,Ethnicity (total responses),Other Ethnicity,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Ethnicity (Other Ethnicity)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_164,VAR_1_164,Individual,Census usually resident population count,2023,Count,Ethnicity (total responses),New Zealander,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Ethnicity (New Zealander)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_165,VAR_1_165,Individual,Census usually resident population count,2023,Count,Ethnicity (total responses),Other Ethnicity nec,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Ethnicity (Other Ethnicity nec)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_166,VAR_1_166,Individual,Census usually resident population count,2023,Count,Ethnicity (total responses),Not Elsewhere Included,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Ethnicity (Not Elsewhere Included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_167,VAR_1_167,Individual,Census usually resident population count,2023,Count,Ethnicity (total responses),Total,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Ethnicity (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_168,VAR_1_168,Individual,Census usually resident population count,2023,Count,Ethnicity (total responses),Total stated,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Ethnicity (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_169,VAR_1_169,Individual,Census usually resident population count,2013,Count,Māori descent indicator,Māori descent,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Māori descent indicator (Māori descent)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_170,VAR_1_170,Individual,Census usually resident population count,2013,Count,Māori descent indicator,No Māori descent,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Māori descent indicator (No Māori descent)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_171,VAR_1_171,Individual,Census usually resident population count,2013,Count,Māori descent indicator,Don't know,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Māori descent indicator (Don't know)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_172,VAR_1_172,Individual,Census usually resident population count,2013,Count,Māori descent indicator,Not elsewhere included,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Māori descent indicator (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_173,VAR_1_173,Individual,Census usually resident population count,2013,Count,Māori descent indicator,Total,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Māori descent indicator (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_174,VAR_1_174,Individual,Census usually resident population count,2013,Count,Māori descent indicator,Total stated,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Māori descent indicator (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_175,VAR_1_175,Individual,Census usually resident population count,2018,Count,Māori descent indicator,Māori descent,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Māori descent indicator (Māori descent)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_176,VAR_1_176,Individual,Census usually resident population count,2018,Count,Māori descent indicator,No Māori descent,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Māori descent indicator (No Māori descent)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_177,VAR_1_177,Individual,Census usually resident population count,2018,Count,Māori descent indicator,Don't know,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Māori descent indicator (Don't know)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_178,VAR_1_178,Individual,Census usually resident population count,2018,Count,Māori descent indicator,Not elsewhere included,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Māori descent indicator (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_179,VAR_1_179,Individual,Census usually resident population count,2018,Count,Māori descent indicator,Total,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Māori descent indicator (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_180,VAR_1_180,Individual,Census usually resident population count,2018,Count,Māori descent indicator,Total stated,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Māori descent indicator (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_181,VAR_1_181,Individual,Census usually resident population count,2023,Count,Māori descent indicator,Māori descent,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Māori descent indicator (Māori descent)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_182,VAR_1_182,Individual,Census usually resident population count,2023,Count,Māori descent indicator,No Māori descent,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Māori descent indicator (No Māori descent)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_183,VAR_1_183,Individual,Census usually resident population count,2023,Count,Māori descent indicator,Don't know,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Māori descent indicator (Don't know)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_184,VAR_1_184,Individual,Census usually resident population count,2023,Count,Māori descent indicator,Not elsewhere included,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Māori descent indicator (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_185,VAR_1_185,Individual,Census usually resident population count,2023,Count,Māori descent indicator,Total,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Māori descent indicator (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_186,VAR_1_186,Individual,Census usually resident population count,2023,Count,Māori descent indicator,Total stated,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Māori descent indicator (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_187,VAR_1_187,Individual,Census usually resident population count,2013,Count,Languages spoken (total responses),English,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Languages spoken (English)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_188,VAR_1_188,Individual,Census usually resident population count,2013,Count,Languages spoken (total responses),Māori,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Languages spoken (Māori)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_189,VAR_1_189,Individual,Census usually resident population count,2013,Count,Languages spoken (total responses),Samoan,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Languages spoken (Samoan)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_190,VAR_1_190,Individual,Census usually resident population count,2013,Count,Languages spoken (total responses),New Zealand Sign Language,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Languages spoken (New Zealand Sign Language)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_191,VAR_1_191,Individual,Census usually resident population count,2013,Count,Languages spoken (total responses),Other,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Languages spoken (Other)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_192,VAR_1_192,Individual,Census usually resident population count,2013,Count,Languages spoken (total responses),None (eg too young to talk),"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Languages spoken (None (eg too young to talk))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_193,VAR_1_193,Individual,Census usually resident population count,2013,Count,Languages spoken (total responses),Not elsewhere included,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Languages spoken (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_194,VAR_1_194,Individual,Census usually resident population count,2013,Count,Languages spoken (total responses),Total,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Languages spoken (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_195,VAR_1_195,Individual,Census usually resident population count,2013,Count,Languages spoken (total responses),Total stated,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Languages spoken (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_196,VAR_1_196,Individual,Census usually resident population count,2018,Count,Languages spoken (total responses),English,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Languages spoken (English)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_197,VAR_1_197,Individual,Census usually resident population count,2018,Count,Languages spoken (total responses),Māori,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Languages spoken (Māori)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_198,VAR_1_198,Individual,Census usually resident population count,2018,Count,Languages spoken (total responses),Samoan,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Languages spoken (Samoan)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_199,VAR_1_199,Individual,Census usually resident population count,2018,Count,Languages spoken (total responses),New Zealand Sign Language,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Languages spoken (New Zealand Sign Language)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_200,VAR_1_200,Individual,Census usually resident population count,2018,Count,Languages spoken (total responses),Other,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Languages spoken (Other)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_201,VAR_1_201,Individual,Census usually resident population count,2018,Count,Languages spoken (total responses),None (eg too young to talk),"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Languages spoken (None (eg too young to talk))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_202,VAR_1_202,Individual,Census usually resident population count,2018,Count,Languages spoken (total responses),Not elsewhere included,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Languages spoken (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_203,VAR_1_203,Individual,Census usually resident population count,2018,Count,Languages spoken (total responses),Total,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Languages spoken (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_204,VAR_1_204,Individual,Census usually resident population count,2018,Count,Languages spoken (total responses),Total stated,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Languages spoken (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_205,VAR_1_205,Individual,Census usually resident population count,2023,Count,Languages spoken (total responses),English,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Languages spoken (English)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_206,VAR_1_206,Individual,Census usually resident population count,2023,Count,Languages spoken (total responses),Māori,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Languages spoken (Māori)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_207,VAR_1_207,Individual,Census usually resident population count,2023,Count,Languages spoken (total responses),Samoan,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Languages spoken (Samoan)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_208,VAR_1_208,Individual,Census usually resident population count,2023,Count,Languages spoken (total responses),New Zealand Sign Language,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Languages spoken (New Zealand Sign Language)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_209,VAR_1_209,Individual,Census usually resident population count,2023,Count,Languages spoken (total responses),Other,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Languages spoken (Other)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_210,VAR_1_210,Individual,Census usually resident population count,2023,Count,Languages spoken (total responses),None (eg too young to talk),"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Languages spoken (None (eg too young to talk))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_211,VAR_1_211,Individual,Census usually resident population count,2023,Count,Languages spoken (total responses),Not elsewhere included,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Languages spoken (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_212,VAR_1_212,Individual,Census usually resident population count,2023,Count,Languages spoken (total responses),Total,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Languages spoken (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_213,VAR_1_213,Individual,Census usually resident population count,2023,Count,Languages spoken (total responses),Total stated,"Subject pop: Census usually resident population count, Year: 2023, Measure: Count, Var1: Languages spoken (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_214,VAR_1_214,Individual,Census usually resident population count,2013,Count,Official language indicator,No language,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (No language)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_215,VAR_1_215,Individual,Census usually resident population count,2013,Count,Official language indicator,Māori only,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (Māori only)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_216,VAR_1_216,Individual,Census usually resident population count,2013,Count,Official language indicator,English only,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (English only)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_217,VAR_1_217,Individual,Census usually resident population count,2013,Count,Official language indicator,NZ Sign Language only,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (NZ Sign Language only)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_218,VAR_1_218,Individual,Census usually resident population count,2013,Count,Official language indicator,Māori and English only (not NZ Sign Language),"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (Māori and English only (not NZ Sign Language))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_219,VAR_1_219,Individual,Census usually resident population count,2013,Count,Official language indicator,English and NZ Sign Language only (not Māori),"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (English and NZ Sign Language only (not Māori))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_220,VAR_1_220,Individual,Census usually resident population count,2013,Count,Official language indicator,English and Other only (not Māori or NZ Sign Language),"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (English and Other only (not Māori or NZ Sign Language))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_221,VAR_1_221,Individual,Census usually resident population count,2013,Count,Official language indicator,"Māori, English and NZ Sign Language (not Other)","Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (Māori, English and NZ Sign Language (not Other))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_222,VAR_1_222,Individual,Census usually resident population count,2013,Count,Official language indicator,"Māori, English and Other (not NZ Sign Language)","Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (Māori, English and Other (not NZ Sign Language))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_223,VAR_1_223,Individual,Census usually resident population count,2013,Count,Official language indicator,"English, NZ Sign Language and Other (not Māori)","Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (English, NZ Sign Language and Other (not Māori))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_224,VAR_1_224,Individual,Census usually resident population count,2013,Count,Official language indicator,"Māori, English, NZ Sign Language and Other","Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (Māori, English, NZ Sign Language and Other)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_225,VAR_1_225,Individual,Census usually resident population count,2013,Count,Official language indicator,"Other languages only (neither English, Māori nor NZ Sign Language)","Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (Other languages only (neither English, Māori nor NZ Sign Language))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_226,VAR_1_226,Individual,Census usually resident population count,2013,Count,Official language indicator,"Other combination of Māori, English, NZ Sign Language and Other","Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (Other combination of Māori, English, NZ Sign Language and Other)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_227,VAR_1_227,Individual,Census usually resident population count,2013,Count,Official language indicator,Not elsewhere included,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_228,VAR_1_228,Individual,Census usually resident population count,2013,Count,Official language indicator,Total,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_229,VAR_1_229,Individual,Census usually resident population count,2013,Count,Official language indicator,Total stated,"Subject pop: Census usually resident population count, Year: 2013, Measure: Count, Var1: Official language indicator (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_230,VAR_1_230,Individual,Census usually resident population count,2018,Count,Official language indicator,No language,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (No language)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_231,VAR_1_231,Individual,Census usually resident population count,2018,Count,Official language indicator,Māori only,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (Māori only)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_232,VAR_1_232,Individual,Census usually resident population count,2018,Count,Official language indicator,English only,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (English only)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_233,VAR_1_233,Individual,Census usually resident population count,2018,Count,Official language indicator,NZ Sign Language only,"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (NZ Sign Language only)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_234,VAR_1_234,Individual,Census usually resident population count,2018,Count,Official language indicator,Māori and English only (not NZ Sign Language),"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (Māori and English only (not NZ Sign Language))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_235,VAR_1_235,Individual,Census usually resident population count,2018,Count,Official language indicator,English and NZ Sign Language only (not Māori),"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (English and NZ Sign Language only (not Māori))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_236,VAR_1_236,Individual,Census usually resident population count,2018,Count,Official language indicator,English and Other only (not Māori or NZ Sign Language),"Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (English and Other only (not Māori or NZ Sign Language))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_237,VAR_1_237,Individual,Census usually resident population count,2018,Count,Official language indicator,"Māori, English and NZ Sign Language (not Other)","Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (Māori, English and NZ Sign Language (not Other))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_238,VAR_1_238,Individual,Census usually resident population count,2018,Count,Official language indicator,"Māori, English and Other (not NZ Sign Language)","Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (Māori, English and Other (not NZ Sign Language))"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_239,VAR_1_239,Individual,Census usually resident population count,2018,Count,Official language indicator,"English, NZ Sign Language and Other (not Māori)","Subject pop: Census usually resident population count, Year: 2018, Measure: Count, Var1: Official language indicator (English, NZ Sign Language and Other (not Māori))"
