Data_file_name,Column_name,Shapefile_name,Unit_count,Subject_population,Year,Measure,Variable1,Variable1_category,Field_name_alias
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_498,VAR_1_498,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty seeing,Total,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty seeing (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_499,VAR_1_499,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty seeing,Total stated,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty seeing (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_500,VAR_1_500,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty walking,No difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty walking (No difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_501,VAR_1_501,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty walking,Some difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty walking (Some difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_502,VAR_1_502,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty walking,A lot of difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty walking (A lot of difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_503,VAR_1_503,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty walking,Cannot do at all,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty walking (Cannot do at all)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_504,VAR_1_504,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty walking,Not elsewhere included,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty walking (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_505,VAR_1_505,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty walking,Total,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty walking (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_506,VAR_1_506,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty walking,Total stated,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty walking (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_507,VAR_1_507,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty walking,No difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty walking (No difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_508,VAR_1_508,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty walking,Some difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty walking (Some difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_509,VAR_1_509,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty walking,A lot of difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty walking (A lot of difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_510,VAR_1_510,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty walking,Cannot do at all,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty walking (Cannot do at all)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_511,VAR_1_511,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty walking,Not elsewhere included,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty walking (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_512,VAR_1_512,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty walking,Total,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty walking (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_513,VAR_1_513,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty walking,Total stated,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty walking (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_514,VAR_1_514,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty washing,No difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty washing (No difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_515,VAR_1_515,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty washing,Some difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty washing (Some difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_516,VAR_1_516,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty washing,A lot of difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty washing (A lot of difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_517,VAR_1_517,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty washing,Cannot do at all,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty washing (Cannot do at all)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_518,VAR_1_518,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty washing,Not elsewhere included,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty washing (Not elsewhere included)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_519,VAR_1_519,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty washing,Total,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty washing (Total)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_520,VAR_1_520,Individual,Census usually resident population count aged 5 years and over,2018,Count,Difficulty washing,Total stated,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2018, Measure: Count, Var1: Difficulty washing (Total stated)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_521,VAR_1_521,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty washing,No difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty washing (No difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_522,VAR_1_522,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty washing,Some difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty washing (Some difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_523,VAR_1_523,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty washing,A lot of difficulty,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty washing (A lot of difficulty)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_524,VAR_1_524,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty washing,Cannot do at all,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty washing (Cannot do at all)"
2023 Census totals by topic for individuals by statistical area 2 (SA2) - part 1,VAR_1_525,VAR_1_525,Individual,Census usually resident population count aged 5 years and over,2023,Count,Difficulty washing,Not elsewhere included,"Subject pop: Census usually resident population count aged 5 years and over, Year: 2023, Measure: Count, Var1: Difficulty washing (Not elsewhere included)"
